NS,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
572,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
573,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
574,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
575,OTRO,ALQUILADA,NO,SI,SOLO HERMANOS,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,OTROS
576,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
577,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
578,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
579,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
580,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
581,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
582,OTRO,OTRO,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
583,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
584,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
585,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
586,OTRO,PROPIA,SI,NO,OTROS PARIENTES,SUP. UNIV. INCOMPLETA,NaN,SI,DEPENDIENTE,NaN,NaN,NO,NaN,SUS PADRES
587,CASA INDEPENDIENTE,OTRO,SI,SI,OTROS PARIENTES,OTROS ESTUDIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,NaN,OTROS
588,OTRO,OTRO,SI,SI,OTROS PARIENTES,SUP. UNIV. INCOMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
589,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
590,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
591,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,POR SU CUENTA
592,OTRO,OTRO,SI,SI,OTROS PARIENTES,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,NO,NaN,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
593,CASA INDEPENDIENTE,PROPIA,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
594,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
595,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
596,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
597,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
598,OTRO,OTRO,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
599,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,OTROS ESTUDIOS,OTROS ESTUDIOS,NO,NaN,NO,NaN,SI,PROPIA,POR SU CUENTA
600,CASA INDEPENDIENTE,OTRO,SI,SI,SOLO MADRE,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
601,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
602,OTRO,OTRO,NO,SI,SOLO HERMANOS,NaN,SECUNDARIA,NaN,NaN,SI,DEPENDIENTE,SI,PROPIA,OTROS
603,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
604,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
605,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,OTRAS,SUS PADRES
606,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
607,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
608,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
609,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
610,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
611,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
612,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
613,OTRO,ALQUILADA,NO,SI,SOLO HERMANOS,NaN,OTROS ESTUDIOS,NaN,NaN,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
614,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
615,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
616,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
617,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
618,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,NO,NaN,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
619,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,POR SU CUENTA
620,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
621,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,OTROS ESTUDIOS,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,OTROS
622,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,OTROS ESTUDIOS,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
623,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
624,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
625,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,OTRAS,SUS PADRES
626,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
627,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
628,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
629,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO(A),SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
630,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
631,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SECUNDARIA,NaN,NaN,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
632,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SUP. UNIV. INCOMPLETA,SECUNDARIA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,POR SU CUENTA
633,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
634,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
635,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
636,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. INCOMPLETA,NaN,NaN,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
637,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
638,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,NO,NaN,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
639,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
640,CASA INDEPENDIENTE,PROPIA,NO,SI,OTROS PARIENTES,NaN,SECUNDARIA,NaN,NaN,NO,NaN,SI,PROPIA,POR SU CUENTA
641,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,SUS PADRES
642,CASA INDEPENDIENTE,PROPIA,SI,SI,OTROS PARIENTES,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,POR SU CUENTA
643,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,OTRAS,SUS PADRES
644,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
645,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,OTRAS,SUS PADRES
646,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,OTRAS,SUS PADRES
647,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
648,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
649,CASA INDEPENDIENTE,OTRO,SI,SI,PADRES Y HERMANOS,OTROS ESTUDIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,OTRAS,POR SU CUENTA
650,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
651,CASA INDEPENDIENTE,PROPIA,SI,SI,OTROS PARIENTES,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
652,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
653,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,CABINAS DE INTERNET,SUS PADRES
654,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
655,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,DEPENDIENTE,NO,NaN,OTROS
656,CASA INDEPENDIENTE,PROPIA,SI,NO,OTROS PARIENTES,ESTUDIOS TECNICOS NO UNIVERSITARIOS,NaN,SI,DEPENDIENTE,NaN,NaN,SI,PROPIA,OTROS
657,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
658,OTRO,ALQUILADA,SI,SI,SOLO MADRE,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
659,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
660,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
661,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
662,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
663,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
664,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
665,CASA INDEPENDIENTE,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
666,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
667,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,POR SU CUENTA
668,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,OTRAS,SUS PADRES
669,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,DEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
670,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
671,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
672,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
673,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
674,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
675,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
676,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
677,CASA INDEPENDIENTE,PROPIA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,DEPENDIENTE,SI,CABINAS DE INTERNET,OTROS
678,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,CABINAS DE INTERNET,POR SU CUENTA
679,OTRO,ALQUILADA,SI,SI,OTROS PARIENTES,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
680,CASA INDEPENDIENTE,PROPIA,SI,NO,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,NaN,SI,DEPENDIENTE,NaN,NaN,SI,CABINAS DE INTERNET,SUS PADRES
681,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
682,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
683,OTRO,ALQUILADA,SI,SI,SOLO MADRE,SECUNDARIA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
684,CASA INDEPENDIENTE,PROPIA,SI,NO,OTROS PARIENTES,SUP. UNIV. COMPLETA,NaN,SI,INDEPENDIENTE,NaN,NaN,SI,PROPIA,POR SU CUENTA
685,CASA INDEPENDIENTE,PROPIA,SI,SI,OTROS PARIENTES,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,DEPENDIENTE,SI,INDEPENDIENTE,NO,NaN,SUS PADRES
686,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO HERMANOS,SECUNDARIA,OTROS ESTUDIOS,SI,INDEPENDIENTE,NO,NaN,SI,PROPIA,POR SU CUENTA
